segment_id,start_time,end_time,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
4,0.13999999999999999,0.5599999999999999,0.07015251,0.03583984375,1676.961150611355,2338.929018928495,-377.22073,150.0532,0.9204134,-6.1567883,-33.811695,-15.954384,-1.5444168,-11.986541,-8.472198,-0.7237515,-15.885786,-5.4235964,-4.505907
10,0.8400000000000001,1.19,0.061046887,0.054549779647435896,1964.5192583753635,2157.510226466806,-336.04227,152.7257,-22.577097,-7.69089,-31.466484,-23.14327,2.128098,-3.5297246,-5.1431875,0.92982876,-17.562693,-12.223217,-7.24724
22,1.89,2.2399999999999998,0.08857446,0.039200220352564104,1942.2909936876129,2472.672585195025,-356.06326,146.15286,-4.545471,-11.325184,-45.490486,-15.726536,-7.7043495,-22.24342,-4.589291,5.1886425,-17.78225,-5.3114195,-10.14636
