segment_id,start_time,end_time,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
5,0.35,0.49,0.059191328,0.10035342261904762,3600.559932912932,3590.292474414899,-369.1407,115.3599,4.882504,21.866581,-19.011297,12.652205,-4.6289744,10.823338,-0.86272794,12.787779,-3.001112,-0.28882936,9.234723
6,0.42000000000000004,0.77,0.07642561,0.1344901842948718,4157.4982616653415,3683.0051466005493,-365.96362,115.58271,9.876633,19.259562,-22.032118,12.502072,-11.384414,5.975098,-1.3068192,21.794878,-6.2011986,-6.0600553,9.539662
8,0.77,1.6800000000000002,0.096066654,0.08491603807471264,3269.5858043334024,3148.053530807162,-320.43344,93.53265,-22.55,21.381111,-18.91846,2.0119255,-11.9677,-19.67033,2.0990996,11.967387,-3.686213,2.0889723,22.873707
24,3.15,3.5700000000000003,0.06679224,0.15221354166666667,4048.8658372339314,3357.6195832579615,-362.37378,99.75683,-10.7755785,28.587288,-28.51581,-6.4628906,-11.211148,-3.7936046,-16.119213,25.209518,-1.7886307,-3.4325175,11.5917
