segment_id,start_time,end_time,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
10,0.5599999999999999,1.89,0.10193674,0.08777643019153226,2954.9592899699032,2721.635081294437,-169.20805,136.09013,-96.007866,3.7985673,-29.009598,19.76916,-32.202568,19.88399,5.355188,13.820873,-2.523762,1.808423,8.440619
23,2.66,3.6399999999999997,0.06608657,0.07669651761968085,2753.7912831016706,2620.501095770244,-218.9227,146.46063,-90.73432,15.328362,-30.018991,-6.9905653,-38.976387,13.08541,7.343251,11.725596,-3.7689135,14.958151,9.181688
44,4.97,5.8100000000000005,0.07231373,0.07785976080246913,2701.9628198381247,2547.077412703635,-203.0234,152.01648,-91.896576,10.049878,-25.815239,9.02384,-19.323845,16.947794,-2.1855514,10.588107,-2.9978836,5.9708977,4.1174183
