segment_id,start_time,end_time,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
5,0.42000000000000004,0.77,0.058633864,0.18598507612179488,4100.637103332941,1826.1423839715255,-364.8372,93.32727,-102.49581,42.1379,8.3655,-48.839207,-5.2966337,-34.63429,-26.578382,3.8351264,-28.904554,-18.377483,-1.9050229
8,1.1199999999999999,1.26,0.055317692,0.15841238839285715,3823.806594162596,1823.3354960865847,-359.56055,89.33721,-107.10575,38.98256,18.201694,-40.910347,-12.274036,-30.425398,-18.107016,3.168874,-26.820368,-18.60972,-3.8657336
9,1.19,1.61,0.06427397,0.17894965277777777,3946.0544910734916,1646.4366585242083,-367.16794,90.497345,-110.31161,42.208206,19.887072,-47.449284,-9.921845,-33.95668,-21.121017,5.9288054,-32.272667,-16.937305,-1.5923461
10,1.54,1.96,0.06456948,0.18505859375,4047.198096526422,1614.1204972748315,-364.28226,86.04292,-107.474014,49.32643,17.00188,-57.6465,-10.211618,-26.660015,-21.062006,0.33523548,-31.516485,-13.417672,2.8551297
11,1.89,2.31,0.06618094,0.18778211805555556,4088.5941427407092,1560.556556551256,-359.94333,88.20093,-111.12205,54.602825,16.096327,-65.28139,-10.757935,-22.947285,-23.419403,-0.25922918,-28.828268,-17.129856,4.0413194
