segment_id,start_time,end_time,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
2,0.0,1.1199999999999999,0.099694334,0.029763926630434784,2153.4250980670945,3133.150412028042,-252.75159,157.32996,-13.819814,47.005196,-16.895325,31.365196,-5.2579937,17.633718,1.0839484,6.1363525,0.45358744,-4.3319182,2.0728364
4,1.1199999999999999,2.0300000000000002,0.07546989,0.024290707236842107,2026.345471414072,3100.8671855138414,-285.4725,154.27457,-12.594471,56.3993,0.9753442,24.964615,-0.23606776,29.732265,6.1165915,21.299292,10.6314945,-3.8548784,-1.1983914
31,4.41,6.51,0.07257774,0.019422743055555556,1614.4747661750116,2651.9134021005425,-280.27493,179.08994,-15.110011,43.940453,-0.17006388,22.416384,-3.2886786,17.635078,5.9028664,12.727966,13.462264,3.5178194,-0.24358961
42,8.049999999999999,8.82,0.07157492,0.010122903963414634,1224.8008727204617,2496.637685808125,-344.24792,167.40709,5.637876,50.47066,12.079131,26.751774,7.8632174,20.123913,12.1771755,19.159616,9.606211,-2.9730525,3.7170045
53,9.45,10.36,0.06846123,0.019053248355263157,1648.1170135387874,2756.2999655489566,-302.92746,173.66043,-5.2832966,40.34887,-0.90469456,26.93192,-1.7227951,16.221233,9.710389,15.254441,9.798613,2.4653869,4.853159
